instrument,session,direction,units,entry_time,entry,stop_loss,take_profit,exit_time,exit,outcome,pnl_usd,r_multiple,nav_after
GBP_USD,NEWYORK,short,20474,2025-06-09T16:00:00.000000000Z,1.2876999999999998,1.2901292753610316,1.2828414492779363,2025-06-09T23:00:00.000000000Z,1.2828414492779363,tp,99.47,2.0,10047.26
EUR_USD,LONDON,long,41396,2025-06-10T07:30:00.000000000Z,1.0839699999999999,1.0827564678209942,1.0863970643580112,2025-06-10T07:45:00.000000000Z,1.0827564678209942,sl,-50.24,-1.0,9997.02
USD_JPY,LONDON,short,31869,2025-06-10T08:00:00.000000000Z,147.956,148.18806093230168,147.4918781353966,2025-06-10T08:15:00.000000000Z,148.18806093230168,sl,-49.91,-0.998,9947.12
GBP_USD,LONDON,short,22876,2025-06-10T08:45:00.000000000Z,1.2793599999999998,1.281534122569184,1.2750117548616313,2025-06-10T08:45:00.000000000Z,1.281534122569184,sl,-49.74,-1.0,9897.38
GBP_USD,NEWYORK,short,18853,2025-06-10T13:30:00.000000000Z,1.27632,1.2789448696528876,1.2710702606942246,2025-06-10T14:45:00.000000000Z,1.2710702606942246,tp,98.97,2.0,9996.35
EUR_USD,LONDON,long,32063,2025-06-11T09:30:00.000000000Z,1.08415,1.0825911544192144,1.087267691161571,2025-06-11T10:00:00.000000000Z,1.0825911544192144,sl,-49.98,-1.0,9946.37
USD_JPY,LONDON,short,35492,2025-06-11T09:15:00.000000000Z,146.592,146.79843397788107,146.1791320442379,2025-06-11T10:15:00.000000000Z,146.79843397788107,sl,-49.91,-0.999,9896.46
GBP_USD,NEWYORK,short,21954,2025-06-11T12:45:00.000000000Z,1.2645499999999998,1.266803852249599,1.2600422955008015,2025-06-11T14:45:00.000000000Z,1.2600422955008015,tp,98.96,2.0,9995.42
EUR_USD,NEWYORK,short,23211,2025-06-11T15:30:00.000000000Z,1.07885,1.0810031449091047,1.074543710181791,2025-06-11T16:00:00.000000000Z,1.0810031449091047,sl,-49.98,-1.0,9945.45
EUR_USD,LONDON,short,29152,2025-06-12T09:00:00.000000000Z,1.07858,1.08028576093697,1.0751684781260602,2025-06-12T11:00:00.000000000Z,1.08028576093697,sl,-49.73,-1.0,9895.72
AUD_USD,LONDON,long,35495,2025-06-12T10:00:00.000000000Z,0.69559,0.6941890610639145,0.698391877872171,2025-06-12T13:30:00.000000000Z,0.698391877872171,tp,99.45,2.0,9995.17
AUD_USD,NEWYORK,long,34986,2025-06-12T13:45:00.000000000Z,0.69795,0.6965215740538462,0.7008068518923075,2025-06-12T15:30:00.000000000Z,0.6965215740538462,sl,-49.97,-1.0,9945.2
EUR_USD,LONDON,long,41110,2025-06-13T09:30:00.000000000Z,1.08463,1.0834204383610806,1.0870491232778388,2025-06-13T09:45:00.000000000Z,1.0834204383610806,sl,-49.73,-1.0,9895.47
USD_JPY,LONDON,long,23641,2025-06-13T10:30:00.000000000Z,148.707,148.39578376040214,149.3294324791957,2025-06-13T12:00:00.000000000Z,149.3294324791957,tp,98.54,1.992,9994.01
EUR_USD,NEWYORK,long,28845,2025-06-13T14:45:00.000000000Z,1.0856599999999998,1.083927681241926,1.0891246375161474,2025-06-13T18:15:00.000000000Z,1.083927681241926,sl,-49.97,-1.0,9944.04
GBP_USD,LONDON,short,21174,2025-06-16T10:00:00.000000000Z,1.2607499999999998,1.2630981371820105,1.2560537256359785,2025-06-16T12:15:00.000000000Z,1.2630981371820105,sl,-49.72,-1.0,9894.33
USD_JPY,LONDON,long,22129,2025-06-16T11:00:00.000000000Z,149.068,148.7330736797902,149.73785264041962,2025-06-16T19:45:00.000000000Z,149.73785264041962,tp,98.99,1.991,9993.32
GBP_USD,NEWYORK,long,18831,2025-06-16T14:45:00.000000000Z,1.2660900000000002,1.263462901289454,1.2713441974210924,2025-06-16T22:15:00.000000000Z,1.263462901289454,sl,-49.47,-1.0,9943.85
EUR_USD,LONDON,short,34418,2025-06-17T10:30:00.000000000Z,1.08234,1.0837845505201278,1.0794508989597447,2025-06-17T11:00:00.000000000Z,1.0837845505201278,sl,-49.72,-1.0,9894.13
EUR_USD,LONDON,long,32909,2025-06-18T08:15:00.000000000Z,1.09117,1.0896667558788604,1.094176488242279,2025-06-18T11:15:00.000000000Z,1.094176488242279,tp,98.94,2.0,9993.07
GBP_USD,LONDON,long,24806,2025-06-18T08:45:00.000000000Z,1.26956,1.2675657001418958,1.2735485997162084,2025-06-18T11:45:00.000000000Z,1.2675657001418958,sl,-49.47,-1.0,9943.6
AUD_USD,NEWYORK,long,33535,2025-06-18T14:45:00.000000000Z,0.68875,0.6872674462441642,0.6917151075116714,2025-06-18T15:30:00.000000000Z,0.6872674462441642,sl,-49.72,-1.0,9893.88
USD_JPY,LONDON,long,29136,2025-06-19T08:00:00.000000000Z,149.212,148.95865943014218,149.7186811397156,2025-06-19T08:00:00.000000000Z,148.95865943014218,sl,-49.55,-1.002,9844.33
GBP_USD,LONDON,long,25036,2025-06-19T08:45:00.000000000Z,1.26908,1.2671140286593072,1.2730119426813855,2025-06-19T09:30:00.000000000Z,1.2671140286593072,sl,-49.22,-1.0,9795.11
GBP_USD,NEWYORK,long,21571,2025-06-20T12:15:00.000000000Z,1.2741600000000002,1.2718896443343153,1.27870071133137,2025-06-20T14:15:00.000000000Z,1.2718896443343153,sl,-48.97,-1.0,9746.14
USD_CAD,NEWYORK,long,31615,2025-06-20T14:00:00.000000000Z,1.3464,1.3443142729569555,1.3505714540860891,2025-06-20T14:15:00.000000000Z,1.3443142729569555,sl,-49.05,-1.002,9697.08
AUD_USD,NEWYORK,long,33206,2025-06-20T15:15:00.000000000Z,0.7047100000000001,0.7032498989511117,0.7076302020977768,2025-06-23T09:15:00.000000000Z,0.7076302020977768,tp,96.97,2.0,9794.05
GBP_USD,LONDON,long,26849,2025-06-23T08:00:00.000000000Z,1.2760900000000002,1.274284185569195,1.2797016288616103,2025-06-23T10:30:00.000000000Z,1.274284185569195,sl,-48.48,-1.0,9745.57
USD_JPY,LONDON,long,30805,2025-06-23T10:30:00.000000000Z,150.443,150.2038432886234,150.92131342275323,2025-06-23T11:00:00.000000000Z,150.2038432886234,sl,-49.05,-1.002,9696.52
EUR_USD,LONDON,long,36349,2025-06-24T08:15:00.000000000Z,1.10894,1.107606194287094,1.111607611425812,2025-06-24T09:00:00.000000000Z,1.107606194287094,sl,-48.48,-1.0,9648.04
GBP_USD,LONDON,long,28335,2025-06-25T08:30:00.000000000Z,1.27722,1.2755175244463295,1.280624951107341,2025-06-25T08:30:00.000000000Z,1.2755175244463295,sl,-48.24,-1.0,9599.8
USD_JPY,LONDON,short,30007,2025-06-25T08:30:00.000000000Z,148.137,148.37514732936845,147.6607053412631,2025-06-25T13:15:00.000000000Z,148.37514732936845,sl,-48.16,-0.998,9551.64
GBP_USD,NEWYORK,long,20975,2025-06-25T13:30:00.000000000Z,1.2794100000000002,1.2771216498827365,1.2839867002345275,2025-06-25T16:45:00.000000000Z,1.2839867002345275,tp,96.0,2.0,9647.63
USD_CAD,NEWYORK,short,31431,2025-06-25T14:00:00.000000000Z,1.33686,1.3388912511134914,1.332797497773017,2025-06-25T20:00:00.000000000Z,1.332797497773017,tp,95.8,2.006,9743.44
USD_JPY,LONDON,long,27491,2025-06-26T08:15:00.000000000Z,149.405,149.14024143847465,149.9345171230507,2025-06-26T08:45:00.000000000Z,149.14024143847465,sl,-48.8,-1.002,9694.63
EUR_USD,LONDON,long,31820,2025-06-26T09:15:00.000000000Z,1.1239299999999999,1.1224066644524202,1.1269766710951592,2025-06-26T10:00:00.000000000Z,1.1224066644524202,sl,-48.47,-1.0,9646.16
GBP_USD,NEWYORK,long,16904,2025-06-26T15:30:00.000000000Z,1.28441,1.28155685539076,1.2901162892184803,2025-06-26T16:00:00.000000000Z,1.28155685539076,sl,-48.23,-1.0,9597.93
GBP_USD,LONDON,long,25245,2025-06-27T09:30:00.000000000Z,1.28294,1.2810390689389535,1.286741862122093,2025-06-27T10:00:00.000000000Z,1.2810390689389535,sl,-47.99,-1.0,9549.94
USD_JPY,NEWYORK,long,21060,2025-06-27T12:30:00.000000000Z,150.433,150.09192486799077,151.11515026401844,2025-06-27T12:45:00.000000000Z,150.09192486799077,sl,-47.86,-1.002,9502.09
GBP_USD,NEWYORK,long,19240,2025-06-27T12:15:00.000000000Z,1.28584,1.2833583014679448,1.2908033970641106,2025-06-27T14:45:00.000000000Z,1.2833583014679448,sl,-47.75,-1.0,9454.34
EUR_USD,NEWYORK,long,26668,2025-06-27T15:15:00.000000000Z,1.13163,1.1298574214451191,1.1351751571097615,2025-06-27T15:15:00.000000000Z,1.1298574214451191,sl,-47.27,-1.0,9407.07
AUD_USD,NEWYORK,short,31407,2025-06-27T16:00:00.000000000Z,0.70497,0.7064675632363616,0.7019748735272767,2025-06-27T16:15:00.000000000Z,0.7064675632363616,sl,-47.03,-1.0,9360.03
EUR_USD,NEWYORK,long,29050,2025-06-30T12:45:00.000000000Z,1.1321299999999999,1.1305190032827745,1.1353519934344505,2025-06-30T14:15:00.000000000Z,1.1353519934344505,tp,93.6,2.0,9453.63
USD_JPY,LONDON,long,33631,2025-07-01T07:15:00.000000000Z,150.578,150.36636713317816,151.0012657336437,2025-07-01T07:15:00.000000000Z,150.36636713317816,sl,-47.33,-1.001,9406.3
EUR_USD,LONDON,long,38964,2025-07-01T07:45:00.000000000Z,1.13598,1.1347729604206636,1.1383940791586729,2025-07-01T08:00:00.000000000Z,1.1347729604206636,sl,-47.03,-1.0,9359.27
USD_JPY,LONDON,short,25765,2025-07-02T10:30:00.000000000Z,148.727,148.9971262077575,148.186747584485,2025-07-02T10:45:00.000000000Z,148.9971262077575,sl,-46.71,-0.998,9312.56
USD_JPY,LONDON,short,25399,2025-07-03T11:00:00.000000000Z,148.509,148.7812453734113,147.96450925317734,2025-07-03T11:15:00.000000000Z,148.7812453734113,sl,-46.48,-0.998,9266.08
AUD_USD,NEWYORK,short,31796,2025-07-03T12:30:00.000000000Z,0.69727,0.6987271129190792,0.6943557741618415,2025-07-03T12:45:00.000000000Z,0.6987271129190792,sl,-46.33,-1.0,9219.75
EUR_USD,LONDON,long,24573,2025-07-04T10:30:00.000000000Z,1.15049,1.148614024804219,1.1542419503915622,2025-07-04T11:00:00.000000000Z,1.148614024804219,sl,-46.1,-1.0,9173.65
GBP_USD,LONDON,short,16971,2025-07-04T10:45:00.000000000Z,1.2659699999999998,1.2686862490610344,1.2605375018779306,2025-07-04T14:15:00.000000000Z,1.2605375018779306,tp,92.19,2.0,9265.85
AUD_USD,NEWYORK,long,28331,2025-07-04T15:45:00.000000000Z,0.70235,0.7007147457806682,0.7056205084386638,2025-07-04T16:45:00.000000000Z,0.7007147457806682,sl,-46.33,-1.0,9219.52
EUR_USD,NEWYORK,long,20317,2025-07-04T14:30:00.000000000Z,1.15124,1.14898240795772,1.1557551840845601,2025-07-07T07:15:00.000000000Z,1.1557551840845601,tp,91.73,2.0,9311.25
EUR_USD,LONDON,long,33047,2025-07-07T07:30:00.000000000Z,1.15592,1.1545112497225263,1.1587375005549476,2025-07-07T07:30:00.000000000Z,1.1545112497225263,sl,-46.55,-1.0,9264.7
USD_JPY,LONDON,short,26892,2025-07-07T09:45:00.000000000Z,147.776,148.0305469299201,147.26690614015985,2025-07-07T10:45:00.000000000Z,148.0305469299201,sl,-46.24,-0.998,9218.45
GBP_USD,NEWYORK,short,25474,2025-07-07T12:15:00.000000000Z,1.2603,1.2621093849302143,1.2566812301395713,2025-07-07T12:30:00.000000000Z,1.2621093849302143,sl,-46.09,-1.0,9172.36
AUD_USD,NEWYORK,long,26072,2025-07-07T15:45:00.000000000Z,0.70558,0.7038210154592545,0.709097969081491,2025-07-07T15:45:00.000000000Z,0.7038210154592545,sl,-45.86,-1.0,9126.5
USD_JPY,NEWYORK,short,21026,2025-07-07T13:45:00.000000000Z,147.551,147.87282458435092,146.90735083129812,2025-07-08T07:30:00.000000000Z,146.90735083129812,tp,92.12,2.009,9218.62
GBP_USD,NEWYORK,short,18593,2025-07-08T12:45:00.000000000Z,1.25352,1.2559989485843548,1.2485621028312903,2025-07-08T14:30:00.000000000Z,1.2559989485843548,sl,-46.09,-1.0,9172.53
USD_JPY,NEWYORK,short,17475,2025-07-08T13:00:00.000000000Z,146.363,146.74904299391724,145.5909140121655,2025-07-09T07:00:00.000000000Z,146.74904299391724,sl,-45.97,-0.997,9126.56
GBP_USD,LONDON,short,27980,2025-07-09T07:15:00.000000000Z,1.25436,1.2559990834420243,1.2510818331159512,2025-07-09T07:30:00.000000000Z,1.2559990834420243,sl,-45.86,-1.0,9080.7
USD_JPY,NEWYORK,short,23480,2025-07-09T13:00:00.000000000Z,146.433,146.71615187938852,145.86669624122294,2025-07-09T13:00:00.000000000Z,146.71615187938852,sl,-45.31,-0.998,9035.39
GBP_USD,LONDON,long,26515,2025-07-10T07:30:00.000000000Z,1.26068,1.2589761763350453,1.2640876473299094,2025-07-10T07:45:00.000000000Z,1.2589761763350453,sl,-45.18,-1.0,8990.21
EUR_USD,LONDON,short,33543,2025-07-10T08:15:00.000000000Z,1.15148,1.1528201019360231,1.148799796127954,2025-07-10T10:00:00.000000000Z,1.148799796127954,tp,89.9,2.0,9080.11
EUR_USD,NEWYORK,short,27111,2025-07-10T13:30:00.000000000Z,1.14767,1.149344588793141,1.1443208224137178,2025-07-10T14:45:00.000000000Z,1.149344588793141,sl,-45.4,-1.0,9034.71
AUD_USD,NEWYORK,short,27870,2025-07-10T12:45:00.000000000Z,0.69907,0.7006989800065848,0.6958120399868303,2025-07-10T15:15:00.000000000Z,0.6958120399868303,tp,90.8,2.0,9125.51
EUR_USD,LONDON,long,31857,2025-07-11T08:00:00.000000000Z,1.15608,1.1546477762253642,1.1589444475492716,2025-07-11T08:00:00.000000000Z,1.1546477762253642,sl,-45.63,-1.0,9079.88
GBP_USD,LONDON,long,25493,2025-07-11T08:00:00.000000000Z,1.26564,1.2638502275429744,1.2692195449140515,2025-07-11T08:30:00.000000000Z,1.2692195449140515,tp,91.25,2.0,9171.14
GBP_USD,LONDON,long,16818,2025-07-14T11:00:00.000000000Z,1.2754400000000001,1.2727135048590543,1.2808929902818917,2025-07-14T11:00:00.000000000Z,1.2727135048590543,sl,-45.85,-1.0,9125.28
EUR_USD,NEWYORK,short,27588,2025-07-14T15:00:00.000000000Z,1.15145,1.1531038314375688,1.1481423371248627,2025-07-14T19:00:00.000000000Z,1.1481423371248627,tp,91.25,2.0,9216.54
GBP_USD,NEWYORK,long,16051,2025-07-14T15:30:00.000000000Z,1.2764600000000002,1.273617554561954,1.2821448908760926,2025-07-14T19:30:00.000000000Z,1.2821448908760926,tp,91.25,2.0,9307.78
GBP_USD,LONDON,long,21637,2025-07-15T08:45:00.000000000Z,1.27597,1.2738191965627996,1.280271606874401,2025-07-15T09:15:00.000000000Z,1.2738191965627996,sl,-46.54,-1.0,9261.25
USD_JPY,LONDON,long,20743,2025-07-15T09:00:00.000000000Z,149.971,149.6345347944224,150.64393041115522,2025-07-15T09:15:00.000000000Z,149.6345347944224,sl,-46.64,-1.002,9214.6
GBP_USD,NEWYORK,long,22378,2025-07-15T14:00:00.000000000Z,1.27745,1.2753911758250254,1.2815676483499492,2025-07-15T14:30:00.000000000Z,1.2753911758250254,sl,-46.07,-1.0,9168.53
AUD_USD,NEWYORK,long,30717,2025-07-15T15:15:00.000000000Z,0.70603,0.7045376110937359,0.7090147778125283,2025-07-15T22:15:00.000000000Z,0.7090147778125283,tp,91.68,2.0,9260.22
GBP_USD,LONDON,long,22829,2025-07-16T11:00:00.000000000Z,1.2739900000000002,1.2719618737304053,1.27804625253919,2025-07-16T13:30:00.000000000Z,1.2719618737304053,sl,-46.3,-1.0,9213.92
EUR_USD,NEWYORK,short,23318,2025-07-16T12:45:00.000000000Z,1.14842,1.1504055650385343,1.1444488699229314,2025-07-16T13:45:00.000000000Z,1.1504055650385343,sl,-46.3,-1.0,9167.62
USD_JPY,NEWYORK,long,21683,2025-07-16T14:15:00.000000000Z,150.362,150.04413687705332,150.99772624589335,2025-07-16T19:30:00.000000000Z,150.99772624589335,tp,91.29,1.992,9258.91
USD_JPY,LONDON,long,32139,2025-07-17T07:15:00.000000000Z,151.323,151.10503329578236,151.7589334084353,2025-07-17T07:15:00.000000000Z,151.10503329578236,sl,-46.36,-1.001,9212.55
EUR_USD,LONDON,short,29518,2025-07-17T09:45:00.000000000Z,1.14965,1.1512104831259629,1.1465290337480745,2025-07-17T10:45:00.000000000Z,1.1512104831259629,sl,-46.06,-1.0,9166.48
GBP_USD,LONDON,long,20401,2025-07-17T08:45:00.000000000Z,1.27986,1.2776021518262337,1.2843756963475326,2025-07-17T11:00:00.000000000Z,1.2843756963475326,tp,92.12,2.0,9258.61
EUR_USD,NEWYORK,short,20808,2025-07-17T13:45:00.000000000Z,1.1453900000000001,1.1476147239111059,1.1409405521777887,2025-07-17T15:00:00.000000000Z,1.1409405521777887,tp,92.58,2.0,9351.19
AUD_USD,NEWYORK,long,27814,2025-07-17T13:15:00.000000000Z,0.70703,0.7053656727498863,0.7103586545002276,2025-07-17T16:00:00.000000000Z,0.7053656727498863,sl,-46.29,-1.0,9304.9
USD_JPY,LONDON,long,23811,2025-07-18T09:00:00.000000000Z,152.01,151.71298782938177,152.60402434123642,2025-07-18T14:15:00.000000000Z,151.71298782938177,sl,-46.62,-1.002,9258.28
GBP_USD,NEWYORK,long,23997,2025-07-18T16:00:00.000000000Z,1.2870000000000001,1.2850709562727856,1.2908580874544293,2025-07-18T16:15:00.000000000Z,1.2850709562727856,sl,-46.29,-1.0,9211.99
EUR_USD,LONDON,long,34087,2025-07-21T08:15:00.000000000Z,1.15036,1.149008756503139,1.153062486993722,2025-07-21T11:30:00.000000000Z,1.153062486993722,tp,92.12,2.0,9304.11
USD_JPY,LONDON,long,25895,2025-07-21T09:00:00.000000000Z,152.977,152.70489699622743,153.52120600754515,2025-07-21T13:30:00.000000000Z,153.52120600754515,tp,91.79,1.993,9395.91
USD_CAD,NEWYORK,long,31215,2025-07-21T15:30:00.000000000Z,1.35499,1.3529507017742848,1.3590685964514302,2025-07-21T20:15:00.000000000Z,1.3529507017742848,sl,-47.05,-1.002,9348.86
EUR_USD,NEWYORK,long,27351,2025-07-21T15:00:00.000000000Z,1.15398,1.152262390059375,1.1574152198812502,2025-07-21T22:30:00.000000000Z,1.152262390059375,sl,-46.98,-1.0,9301.88
GBP_USD,LONDON,long,23951,2025-07-22T08:15:00.000000000Z,1.2881900000000002,1.2862481721976733,1.292073655604654,2025-07-22T08:15:00.000000000Z,1.2862481721976733,sl,-46.51,-1.0,9255.37
EUR_USD,LONDON,long,28468,2025-07-22T09:45:00.000000000Z,1.15597,1.154344464386805,1.1592210712263897,2025-07-22T10:00:00.000000000Z,1.154344464386805,sl,-46.28,-1.0,9209.09
GBP_USD,LONDON,short,18846,2025-07-23T09:30:00.000000000Z,1.28286,1.2853031763871519,1.277973647225696,2025-07-23T09:45:00.000000000Z,1.2853031763871519,sl,-46.04,-1.0,9163.05
EUR_USD,LONDON,short,28665,2025-07-23T09:45:00.000000000Z,1.1442400000000001,1.145846278185701,1.1410274436285983,2025-07-23T10:45:00.000000000Z,1.145846278185701,sl,-46.04,-1.0,9117.01
AUD_USD,NEWYORK,short,29798,2025-07-23T13:45:00.000000000Z,0.69339,0.6949197979069356,0.6903304041861287,2025-07-23T14:45:00.000000000Z,0.6949197979069356,sl,-45.58,-1.0,9071.42
GBP_USD,LONDON,short,23059,2025-07-24T09:00:00.000000000Z,1.28271,1.284676937912177,1.2787761241756461,2025-07-24T12:00:00.000000000Z,1.2787761241756461,tp,90.71,2.0,9162.13
GBP_USD,NEWYORK,short,18437,2025-07-24T13:45:00.000000000Z,1.2783,1.2807847095596006,1.2733305808807989,2025-07-25T06:15:00.000000000Z,1.2733305808807989,tp,91.62,2.0,9253.75
USD_JPY,LONDON,long,25155,2025-07-25T10:45:00.000000000Z,154.032,153.74869115705798,154.59861768588408,2025-07-25T11:15:00.000000000Z,153.74869115705798,sl,-46.35,-1.002,9207.4
AUD_USD,NEWYORK,short,32031,2025-07-25T15:45:00.000000000Z,0.6848,0.6862372556652258,0.6819254886695484,2025-07-25T16:15:00.000000000Z,0.6862372556652258,sl,-46.04,-1.0,9161.36
USD_JPY,LONDON,short,38542,2025-07-28T07:15:00.000000000Z,153.632,153.81458620833536,153.2668275833293,2025-07-28T07:30:00.000000000Z,153.81458620833536,sl,-45.75,-0.999,9115.61
GBP_USD,LONDON,short,26706,2025-07-28T07:15:00.000000000Z,1.25799,1.2597051791660396,1.2545596416679206,2025-07-28T09:15:00.000000000Z,1.2597051791660396,sl,-45.81,-1.0,9069.81
EUR_USD,LONDON,short,32618,2025-07-28T09:15:00.000000000Z,1.13889,1.1402873019828514,1.136095396034297,2025-07-28T10:00:00.000000000Z,1.136095396034297,tp,91.15,2.0,9160.96
USD_JPY,NEWYORK,short,20953,2025-07-28T13:00:00.000000000Z,153.184,153.5188591018637,152.51428179627257,2025-07-28T14:45:00.000000000Z,152.51428179627257,tp,92.01,2.009,9252.97
GBP_USD,LONDON,short,27593,2025-07-29T07:45:00.000000000Z,1.25817,1.2598466327615836,1.2548167344768328,2025-07-29T09:30:00.000000000Z,1.2598466327615836,sl,-46.26,-1.0,9206.71
AUD_USD,NEWYORK,short,32320,2025-07-30T14:30:00.000000000Z,0.6842,0.6856243016747858,0.6813513966504284,2025-07-30T15:15:00.000000000Z,0.6856243016747858,sl,-46.03,-1.0,9160.67
EUR_USD,NEWYORK,long,26116,2025-07-30T13:45:00.000000000Z,1.14717,1.1454073762783035,1.1506952474433931,2025-07-30T16:15:00.000000000Z,1.1506952474433931,tp,92.07,2.0,9252.74
USD_JPY,NEWYORK,long,18644,2025-07-30T15:45:00.000000000Z,154.051,153.67253959890402,154.80792080219192,2025-07-30T23:45:00.000000000Z,153.79,eod,-31.64,-0.691,9221.1
